email_id,subject,email_body,claim_type,urgency,fraud_flag
1167,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1168,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1169,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1170,Car accident insurance claim,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1171,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1172,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1173,Vehicle damage claim request,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1174,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1175,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1176,Car accident insurance claim,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,High,No
1177,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1178,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1179,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1180,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1181,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1182,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1183,Vehicle damage claim request,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,High,No
1184,Car accident insurance claim,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1185,Car accident insurance claim,My vehicle met with an accident on Mumbai. The damage assessment report is attached for claim processing.,Vehicle,High,No
1186,Motor insurance accident intimation,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,High,No
1187,Car accident insurance claim,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,High,No
1188,Vehicle damage claim request,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,High,No
1189,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1190,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1191,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1192,Vehicle damage claim request,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,High,No
1193,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1194,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1195,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1196,Motor insurance accident intimation,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,High,No
1197,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1198,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1199,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1200,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1201,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1202,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1203,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1204,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1205,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1206,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1207,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1208,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1209,Vehicle damage claim request,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,High,No
1210,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1211,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1212,Car accident insurance claim,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1213,Vehicle damage claim request,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1214,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1215,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1216,Car accident insurance claim,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,High,No
1217,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1218,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1219,Motor insurance accident intimation,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1220,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1221,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1222,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1223,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1224,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1225,Car accident insurance claim,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,High,No
1226,Motor insurance accident intimation,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,High,No
1227,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1228,Vehicle damage claim request,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1229,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1230,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1231,Motor insurance accident intimation,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,High,No
1232,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1233,Vehicle damage claim request,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1234,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1235,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1236,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1237,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1238,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1239,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1240,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1241,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1242,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1243,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1244,Car accident insurance claim,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1245,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1246,Vehicle damage claim request,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1247,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1248,Car accident insurance claim,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1249,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1250,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1251,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1252,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1253,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1254,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1255,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1256,Car accident insurance claim,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,High,No
1257,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1258,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1259,Car accident insurance claim,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1260,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1261,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1262,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1263,Car accident insurance claim,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1264,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1265,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1266,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1267,Car accident insurance claim,My vehicle met with an accident on Mumbai. The damage assessment report is attached for claim processing.,Vehicle,High,No
1268,Motor insurance accident intimation,My vehicle met with an accident on Mumbai. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1269,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1270,Vehicle damage claim request,My vehicle met with an accident on Mumbai. The damage assessment report is attached for claim processing.,Vehicle,High,No
1271,Motor insurance accident intimation,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1272,Car accident insurance claim,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,High,No
1273,Motor insurance accident intimation,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1274,Vehicle damage claim request,My vehicle met with an accident on Mumbai. The damage assessment report is attached for claim processing.,Vehicle,High,No
1275,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1276,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1277,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1278,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1279,Vehicle damage claim request,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,High,No
1280,Motor insurance accident intimation,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1281,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1282,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1283,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1284,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1285,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1286,Car accident insurance claim,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,High,No
1287,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1288,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1289,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1290,Vehicle damage claim request,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,High,No
1291,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1292,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1293,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1294,Vehicle damage claim request,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,High,No
1295,Motor insurance accident intimation,My vehicle met with an accident on Mumbai. The damage assessment report is attached for claim processing.,Vehicle,High,No
1296,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1297,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1298,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1299,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1300,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1301,Vehicle damage claim request,My vehicle met with an accident on Mumbai. The damage assessment report is attached for claim processing.,Vehicle,High,No
1302,Vehicle damage claim request,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,High,No
1303,Motor insurance accident intimation,My vehicle met with an accident on Mumbai. The damage assessment report is attached for claim processing.,Vehicle,High,No
1304,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1305,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1306,Vehicle damage claim request,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,High,No
1307,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1308,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1309,Car accident insurance claim,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1310,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1311,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1312,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1313,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1314,Vehicle damage claim request,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,High,No
1315,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1316,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1317,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1318,Car accident insurance claim,My vehicle met with an accident on Mumbai. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1319,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1320,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1321,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1322,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1323,Vehicle damage claim request,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1324,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1325,Motor insurance accident intimation,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,High,No
1326,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1327,Car accident insurance claim,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1328,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1329,Car accident insurance claim,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1330,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1331,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1332,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1333,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1334,Car accident insurance claim,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,High,No
1335,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1336,Vehicle damage claim request,My vehicle met with an accident on Mumbai. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1337,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1338,Motor insurance accident intimation,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1339,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1340,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1341,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1342,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1343,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1344,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1345,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1346,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1347,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1348,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1349,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1350,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1351,Car accident insurance claim,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,High,No
1352,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1353,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1354,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1355,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1356,Motor insurance accident intimation,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1357,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1358,Vehicle damage claim request,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1359,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1360,Vehicle damage claim request,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,High,No
1361,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1362,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1363,Vehicle damage claim request,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,High,No
1364,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1365,Motor insurance accident intimation,My vehicle met with an accident on Mumbai. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1366,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1367,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1368,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1369,Vehicle damage claim request,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1370,Car accident insurance claim,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1371,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1372,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1373,Vehicle damage claim request,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,High,No
1374,Vehicle damage claim request,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1375,Motor insurance accident intimation,My vehicle met with an accident on Mumbai. The damage assessment report is attached for claim processing.,Vehicle,High,No
1376,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1377,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1378,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1379,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1380,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1381,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1382,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1383,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1384,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1385,Motor insurance accident intimation,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1386,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1387,Car accident insurance claim,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1388,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1389,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1390,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1391,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1392,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1393,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1394,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1395,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1396,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1397,Motor insurance accident intimation,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,High,No
1398,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1399,Motor insurance accident intimation,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,High,No
1400,Motor insurance accident intimation,My vehicle met with an accident on Mumbai. The damage assessment report is attached for claim processing.,Vehicle,High,No
1401,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1402,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1403,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1404,Car accident insurance claim,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1405,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1406,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1407,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1408,Car accident insurance claim,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1409,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1410,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1411,Vehicle damage claim request,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,High,No
1412,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1413,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1414,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1415,Motor insurance accident intimation,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
